layer,nr,cvs,kappas,type
1,1070,11.25000000*10.50000000,3.20000000e+01*3.20000000e+01,new_node
1,1071,11.25000000*11.25000000,3.20000000e+01*3.20000000e+01,new_node
1,1072,11.25000000*12.00000000,3.20000000e+01*3.20000000e+01,new_node
1,1073,11.25000000*12.75000000,3.20000000e+01*3.20000000e+01,new_node
1,1074,12.00000000*-11.25000000,3.20000000e+01*3.20000000e+01,new_node
1,1075,12.00000000*-9.75000000,3.20000000e+01*3.20000000e+01,new_node
1,1076,12.00000000*-8.25000000,3.20000000e+01*3.20000000e+01,new_node
1,1077,12.00000000*-6.75000000,3.20000000e+01*3.20000000e+01,new_node
1,1078,12.00000000*-5.25000000,3.20000000e+01*3.20000000e+01,new_node
1,1079,12.00000000*-3.75000000,3.20000000e+01*3.20000000e+01,new_node
1,1080,12.00000000*-2.25000000,3.20000000e+01*3.20000000e+01,new_node
1,1081,12.00000000*-0.75000000,3.20000000e+01*3.20000000e+01,new_node
1,1082,12.00000000*0.75000000,3.20000000e+01*3.20000000e+01,new_node
1,1083,12.00000000*2.25000000,3.20000000e+01*3.20000000e+01,new_node
1,1084,12.00000000*3.75000000,3.20000000e+01*3.20000000e+01,new_node
1,1085,12.00000000*5.25000000,3.20000000e+01*3.20000000e+01,new_node
1,1086,12.00000000*6.75000000,1.60000000e+01*1.60000000e+01,new_node
1,1087,12.00000000*8.25000000,3.20000000e+01*3.20000000e+01,new_node
1,1088,12.00000000*9.75000000,3.20000000e+01*3.20000000e+01,new_node
1,1089,12.00000000*11.25000000,3.20000000e+01*3.20000000e+01,new_node
1,1090,12.75000000*-11.25000000,3.20000000e+01*3.20000000e+01,new_node
1,1091,12.75000000*-10.50000000,3.20000000e+01*3.20000000e+01,new_node
1,1092,12.75000000*-9.75000000,3.20000000e+01*3.20000000e+01,new_node
1,1093,12.75000000*-9.00000000,3.20000000e+01*3.20000000e+01,new_node
1,1094,12.75000000*-8.25000000,3.20000000e+01*3.20000000e+01,new_node
1,1095,12.75000000*-7.50000000,3.20000000e+01*3.20000000e+01,new_node
1,1096,12.75000000*-6.75000000,3.20000000e+01*3.20000000e+01,new_node
1,1097,12.75000000*-6.00000000,3.20000000e+01*3.20000000e+01,new_node
1,1098,12.75000000*-5.25000000,3.20000000e+01*3.20000000e+01,new_node
1,1099,12.75000000*-4.50000000,3.20000000e+01*3.20000000e+01,new_node
1,1100,12.75000000*-3.75000000,3.20000000e+01*3.20000000e+01,new_node
1,1101,12.75000000*-3.00000000,1.60000000e+01*1.60000000e+01,new_node
1,1102,12.75000000*-2.25000000,3.20000000e+01*3.20000000e+01,new_node
1,1103,12.75000000*-1.50000000,3.20000000e+01*3.20000000e+01,new_node
1,1104,12.75000000*-0.75000000,3.20000000e+01*3.20000000e+01,new_node
1,1105,12.75000000*0.00000000,3.20000000e+01*3.20000000e+01,new_node
1,1106,12.75000000*0.75000000,3.20000000e+01*3.20000000e+01,new_node
1,1107,12.75000000*1.50000000,3.20000000e+01*3.20000000e+01,new_node
1,1108,12.75000000*2.25000000,3.20000000e+01*3.20000000e+01,new_node
1,1109,12.75000000*3.00000000,1.60000000e+01*1.60000000e+01,new_node
1,1110,12.75000000*3.75000000,1.60000000e+01*1.60000000e+01,new_node
1,1111,12.75000000*4.50000000,1.60000000e+01*1.60000000e+01,new_node
1,1112,12.75000000*5.25000000,3.20000000e+01*3.20000000e+01,new_node
1,1113,12.75000000*6.00000000,1.60000000e+01*1.60000000e+01,new_node
1,1114,12.75000000*6.75000000,1.60000000e+01*1.60000000e+01,new_node
1,1115,12.75000000*7.50000000,1.60000000e+01*1.60000000e+01,new_node
1,1116,12.75000000*8.25000000,1.60000000e+01*1.60000000e+01,new_node
1,1117,12.75000000*9.00000000,1.60000000e+01*1.60000000e+01,new_node
1,1118,12.75000000*9.75000000,3.20000000e+01*3.20000000e+01,new_node
1,1119,12.75000000*10.50000000,3.20000000e+01*3.20000000e+01,new_node
1,1120,12.75000000*11.25000000,3.20000000e+01*3.20000000e+01,new_node
1,1121,13.50000000*-9.75000000,3.20000000e+01*3.20000000e+01,new_node
1,1122,13.50000000*-8.25000000,3.20000000e+01*3.20000000e+01,new_node
1,1123,13.50000000*-6.75000000,3.20000000e+01*3.20000000e+01,new_node
1,1124,13.50000000*-5.25000000,3.20000000e+01*3.20000000e+01,new_node
1,1125,13.50000000*-3.75000000,3.20000000e+01*3.20000000e+01,new_node
1,1126,13.50000000*-2.25000000,3.20000000e+01*3.20000000e+01,new_node
1,1127,13.50000000*-0.75000000,3.20000000e+01*3.20000000e+01,new_node
1,1128,13.50000000*0.75000000,3.20000000e+01*3.20000000e+01,new_node
1,1129,13.50000000*2.25000000,3.20000000e+01*3.20000000e+01,new_node
1,1130,13.50000000*3.75000000,3.20000000e+01*3.20000000e+01,new_node
1,1131,13.50000000*5.25000000,3.20000000e+01*3.20000000e+01,new_node
1,1132,13.50000000*6.75000000,3.20000000e+01*3.20000000e+01,new_node
1,1133,13.50000000*8.25000000,3.20000000e+01*3.20000000e+01,new_node
1,1134,13.50000000*9.75000000,3.20000000e+01*3.20000000e+01,new_node
1,1135,14.25000000*-11.25000000,1.60000000e+01*1.60000000e+01,new_node
1,1136,14.25000000*-10.50000000,1.60000000e+01*1.60000000e+01,new_node
1,1137,14.25000000*-9.75000000,3.20000000e+01*3.20000000e+01,new_node
1,1138,14.25000000*-9.00000000,3.20000000e+01*3.20000000e+01,new_node
1,1139,14.25000000*-8.25000000,3.20000000e+01*3.20000000e+01,new_node
1,1140,14.25000000*-7.50000000,3.20000000e+01*3.20000000e+01,new_node
1,1141,14.25000000*-6.75000000,3.20000000e+01*3.20000000e+01,new_node
1,1142,14.25000000*-6.00000000,3.20000000e+01*3.20000000e+01,new_node
1,1143,14.25000000*-5.25000000,3.20000000e+01*3.20000000e+01,new_node
1,1144,14.25000000*-4.50000000,6.40000000e+01*6.40000000e+01,new_node
1,1145,14.25000000*-3.75000000,6.40000000e+01*6.40000000e+01,new_node
1,1146,14.25000000*-3.00000000,3.20000000e+01*3.20000000e+01,new_node
1,1147,14.25000000*-2.25000000,3.20000000e+01*3.20000000e+01,new_node
1,1148,14.25000000*-1.50000000,3.20000000e+01*3.20000000e+01,new_node
1,1149,14.25000000*-0.75000000,3.20000000e+01*3.20000000e+01,new_node
1,1150,14.25000000*0.00000000,3.20000000e+01*3.20000000e+01,new_node
1,1151,14.25000000*0.75000000,3.20000000e+01*3.20000000e+01,new_node
1,1152,14.25000000*1.50000000,3.20000000e+01*3.20000000e+01,new_node
1,1153,14.25000000*2.25000000,3.20000000e+01*3.20000000e+01,new_node
1,1154,14.25000000*3.00000000,3.20000000e+01*3.20000000e+01,new_node
1,1155,14.25000000*3.75000000,3.20000000e+01*3.20000000e+01,new_node
1,1156,14.25000000*4.50000000,3.20000000e+01*3.20000000e+01,new_node
1,1157,14.25000000*5.25000000,3.20000000e+01*3.20000000e+01,new_node
1,1158,14.25000000*6.00000000,3.20000000e+01*3.20000000e+01,new_node
1,1159,14.25000000*6.75000000,3.20000000e+01*3.20000000e+01,new_node
1,1160,14.25000000*7.50000000,3.20000000e+01*3.20000000e+01,new_node
1,1161,14.25000000*8.25000000,3.20000000e+01*3.20000000e+01,new_node
1,1162,14.25000000*9.00000000,1.60000000e+01*1.60000000e+01,new_node
1,1163,14.25000000*9.75000000,3.20000000e+01*3.20000000e+01,new_node
1,1164,14.25000000*10.50000000,3.20000000e+01*3.20000000e+01,new_node
1,1165,14.25000000*11.25000000,3.20000000e+01*3.20000000e+01,new_node
1,1166,15.00000000*-9.75000000,3.20000000e+01*3.20000000e+01,new_node
1,1167,15.00000000*-8.25000000,1.60000000e+01*1.60000000e+01,new_node
1,1168,15.00000000*-6.75000000,1.60000000e+01*1.60000000e+01,new_node
1,1169,15.00000000*-5.25000000,3.20000000e+01*3.20000000e+01,new_node
1,1170,15.00000000*-3.75000000,3.20000000e+01*3.20000000e+01,new_node
1,1171,15.00000000*-2.25000000,1.60000000e+01*1.60000000e+01,new_node
1,1172,15.00000000*-0.75000000,3.20000000e+01*3.20000000e+01,new_node
1,1173,15.00000000*0.75000000,3.20000000e+01*3.20000000e+01,new_node
1,1174,15.00000000*2.25000000,3.20000000e+01*3.20000000e+01,new_node
1,1175,15.00000000*3.75000000,3.20000000e+01*3.20000000e+01,new_node
1,1176,15.00000000*5.25000000,3.20000000e+01*3.20000000e+01,new_node
1,1177,15.00000000*6.75000000,1.60000000e+01*1.60000000e+01,new_node
1,1178,15.00000000*8.25000000,1.60000000e+01*1.60000000e+01,new_node
1,1179,15.00000000*9.75000000,3.20000000e+01*3.20000000e+01,new_node
1,1180,-13.50000000*-1.50000000,3.20000000e+01*3.20000000e+01,deviant_realized_benchmark_node
1,1181,-12.00000000*-12.00000000,3.20000000e+01*3.20000000e+01,deviant_realized_benchmark_node
1,1182,-10.50000000*9.00000000,6.40000000e+01*6.40000000e+01,deviant_realized_benchmark_node
1,1183,-9.00000000*-13.50000000,3.20000000e+01*3.20000000e+01,deviant_realized_benchmark_node
1,1184,-6.00000000*-15.00000000,1.60000000e+01*1.60000000e+01,deviant_realized_benchmark_node
1,1185,-6.00000000*-1.50000000,3.20000000e+01*3.20000000e+01,deviant_realized_benchmark_node
1,1186,-6.00000000*15.00000000,3.20000000e+01*3.20000000e+01,deviant_realized_benchmark_node
1,1187,-4.50000000*-15.00000000,3.20000000e+01*3.20000000e+01,deviant_realized_benchmark_node
1,1188,-4.50000000*-4.50000000,3.20000000e+01*3.20000000e+01,deviant_realized_benchmark_node
1,1189,-4.50000000*-3.00000000,3.20000000e+01*3.20000000e+01,deviant_realized_benchmark_node
1,1190,-4.50000000*-1.50000000,3.20000000e+01*3.20000000e+01,deviant_realized_benchmark_node
1,1191,-4.50000000*16.50000000,3.20000000e+01*3.20000000e+01,deviant_realized_benchmark_node
1,1192,-3.00000000*-4.50000000,3.20000000e+01*3.20000000e+01,deviant_realized_benchmark_node
1,1193,-3.00000000*-3.00000000,3.20000000e+01*3.20000000e+01,deviant_realized_benchmark_node
1,1194,-3.00000000*3.00000000,3.20000000e+01*3.20000000e+01,deviant_realized_benchmark_node
1,1195,-3.00000000*4.50000000,3.20000000e+01*3.20000000e+01,deviant_realized_benchmark_node
1,1196,-3.00000000*13.50000000,6.40000000e+01*6.40000000e+01,deviant_realized_benchmark_node
1,1197,-1.50000000*4.50000000,3.20000000e+01*3.20000000e+01,deviant_realized_benchmark_node
1,1198,0.00000000*-4.50000000,3.20000000e+01*3.20000000e+01,deviant_realized_benchmark_node
1,1199,1.50000000*-4.50000000,3.20000000e+01*3.20000000e+01,deviant_realized_benchmark_node
1,1200,1.50000000*4.50000000,3.20000000e+01*3.20000000e+01,deviant_realized_benchmark_node
1,1201,3.00000000*-13.50000000,3.20000000e+01*3.20000000e+01,deviant_realized_benchmark_node
1,1202,3.00000000*-4.50000000,3.20000000e+01*3.20000000e+01,deviant_realized_benchmark_node
1,1203,3.00000000*-3.00000000,3.20000000e+01*3.20000000e+01,deviant_realized_benchmark_node
1,1204,3.00000000*3.00000000,3.20000000e+01*3.20000000e+01,deviant_realized_benchmark_node
1,1205,3.00000000*4.50000000,3.20000000e+01*3.20000000e+01,deviant_realized_benchmark_node
1,1206,4.50000000*-3.00000000,3.20000000e+01*3.20000000e+01,deviant_realized_benchmark_node
1,1207,4.50000000*-1.50000000,3.20000000e+01*3.20000000e+01,deviant_realized_benchmark_node
1,1208,4.50000000*0.00000000,3.20000000e+01*3.20000000e+01,deviant_realized_benchmark_node
1,1209,4.50000000*3.00000000,3.20000000e+01*3.20000000e+01,deviant_realized_benchmark_node
1,1210,6.00000000*-1.50000000,3.20000000e+01*3.20000000e+01,deviant_realized_benchmark_node
1,1211,7.50000000*-13.50000000,3.20000000e+01*3.20000000e+01,deviant_realized_benchmark_node
1,1212,7.50000000*13.50000000,3.20000000e+01*3.20000000e+01,deviant_realized_benchmark_node
1,1213,9.00000000*13.50000000,3.20000000e+01*3.20000000e+01,deviant_realized_benchmark_node
1,1214,12.00000000*-12.00000000,3.20000000e+01*3.20000000e+01,deviant_realized_benchmark_node
1,1215,13.50000000*-4.50000000,3.20000000e+01*3.20000000e+01,deviant_realized_benchmark_node
1,1216,13.50000000*-1.50000000,6.40000000e+01*6.40000000e+01,deviant_realized_benchmark_node
1,1217,13.50000000*3.00000000,6.40000000e+01*6.40000000e+01,deviant_realized_benchmark_node
1,1218,15.00000000*3.00000000,3.20000000e+01*3.20000000e+01,deviant_realized_benchmark_node
